user_id,recommendation_type,recommended_product,product_type,target_issue,confidence_score,accepted_by_user,compliance_rate,followup_result_score,days_until_followup
HSP20251853,Haircare,Illum Cleanser,Serum,Acne,0.85,True,0.47,0,10
HSP20234673,Skincare,Temporibus Supplement,Cleanser,Hair Thinning,0.75,False,0.35,5,60
HSP20211659,Skincare,Incidunt Oil,Cleanser,Pigmentation,0.92,True,0.6,2,69
HSP20215051,Diet,Perspiciatis Tool,Supplement,Acne,0.88,False,0.81,4,12
HSP20221333,Lifestyle,Exercitationem Oil,Serum,Acne,0.9,True,0.63,0,40
HSP20253496,Diet,Vitae Tool,Oil,Dryness,0.81,False,0.56,1,29
HSP20223068,Lifestyle,Necessitatibus Supplement,Tool,Wrinkles,0.89,False,0.65,2,23
HSP20242874,Diet,In Tool,Cleanser,Acne,0.95,False,0.91,0,65
HSP20254571,Skincare,Odit Tool,Oil,Dryness,0.75,False,0.4,0,30
HSP20245198,Haircare,Aut Supplement,Cleanser,Dryness,0.88,False,0.51,1,62
HSP20233749,Lifestyle,Voluptas Supplement,Oil,Wrinkles,0.71,False,0.92,3,34
HSP20252876,Diet,Assumenda Cleanser,Oil,Pigmentation,0.77,False,0.95,2,13
HSP20226096,Haircare,Dolore Serum,Serum,Pigmentation,0.91,False,0.83,4,18
HSP20211420,Diet,Nulla Serum,Oil,Wrinkles,0.76,True,0.46,5,87
HSP20237149,Haircare,Nesciunt Tool,Serum,Wrinkles,0.85,True,0.42,5,80
HSP20244249,Skincare,Perspiciatis Oil,Supplement,Wrinkles,0.79,False,0.53,5,59
HSP20214978,Lifestyle,Officiis Supplement,Oil,Dryness,0.75,True,0.44,3,22
HSP20215941,Haircare,Enim Supplement,Cleanser,Pigmentation,0.93,False,0.42,3,71
HSP20252983,Haircare,Laboriosam Serum,Cleanser,Dryness,0.71,False,0.74,1,56
HSP20251672,Diet,Sequi Cleanser,Supplement,Pigmentation,0.98,False,0.53,5,55
HSP20239728,Lifestyle,Dicta Cleanser,Supplement,Acne,0.73,False,0.7,4,18
HSP20247071,Skincare,Ipsam Oil,Cleanser,Hair Thinning,0.96,True,0.85,5,83
HSP20219289,Diet,Ipsum Oil,Oil,Pigmentation,0.88,False,0.52,5,16
HSP20231207,Haircare,Laborum Oil,Serum,Pigmentation,0.86,True,0.36,5,58
HSP20249031,Haircare,Natus Serum,Tool,Wrinkles,0.9,True,0.81,3,49
HSP20218102,Lifestyle,Delectus Supplement,Supplement,Dryness,0.98,True,0.48,4,47
HSP20238532,Skincare,Maxime Tool,Supplement,Wrinkles,0.71,False,0.68,1,9
HSP20228135,Skincare,Quam Oil,Cleanser,Wrinkles,0.9,True,0.85,5,22
HSP20229548,Skincare,Ratione Supplement,Serum,Wrinkles,0.76,False,0.48,0,64
HSP20239817,Lifestyle,Corrupti Serum,Supplement,Hair Thinning,0.85,True,0.53,0,33
HSP20248616,Diet,Ipsum Cleanser,Oil,Dryness,0.95,False,0.63,2,27
HSP20245397,Lifestyle,Excepturi Cleanser,Tool,Pigmentation,0.93,False,0.71,3,65
HSP20235022,Lifestyle,Omnis Serum,Supplement,Pigmentation,0.92,False,0.53,4,82
HSP20215569,Skincare,Cupiditate Oil,Serum,Dryness,0.94,False,0.49,4,83
HSP20244995,Skincare,Fugiat Supplement,Supplement,Hair Thinning,0.86,True,0.45,3,8
HSP20247209,Skincare,Odio Cleanser,Tool,Dryness,0.84,True,0.52,5,20
HSP20231470,Haircare,Expedita Cleanser,Oil,Hair Thinning,0.78,True,0.98,3,40
HSP20246325,Lifestyle,Dicta Serum,Cleanser,Acne,0.75,True,0.85,3,76
HSP20228988,Diet,Consequatur Serum,Supplement,Wrinkles,0.99,False,0.31,0,24
HSP20226813,Skincare,Architecto Tool,Supplement,Dryness,0.9,False,0.48,0,82
HSP20236576,Diet,Illum Oil,Serum,Wrinkles,0.71,False,0.58,5,53
HSP20235526,Diet,Molestiae Tool,Tool,Dryness,0.97,True,0.31,1,54
HSP20251166,Diet,Sint Cleanser,Tool,Pigmentation,0.87,False,0.65,5,10
HSP20254130,Lifestyle,Nihil Cleanser,Serum,Dryness,0.95,True,0.36,4,29
HSP20214954,Haircare,Expedita Cleanser,Supplement,Dryness,0.9,False,0.78,4,85
HSP20249004,Lifestyle,Dolore Serum,Supplement,Dryness,0.89,False,0.96,4,90
HSP20254937,Lifestyle,Itaque Supplement,Oil,Dryness,0.94,False,0.33,4,46
HSP20249041,Lifestyle,Repellat Supplement,Oil,Pigmentation,0.84,False,0.58,2,11
HSP20241282,Lifestyle,Ipsam Cleanser,Tool,Dryness,0.79,True,0.62,0,22
HSP20215820,Diet,Eaque Serum,Tool,Hair Thinning,0.81,True,0.6,4,68
HSP20227625,Diet,Dolore Oil,Supplement,Pigmentation,0.98,True,0.36,5,50
HSP20226016,Skincare,Praesentium Serum,Supplement,Hair Thinning,0.97,True,0.64,0,7
HSP20257046,Lifestyle,Quam Oil,Tool,Wrinkles,0.88,False,0.88,2,70
HSP20249698,Lifestyle,Omnis Serum,Tool,Dryness,0.8,False,0.6,4,77
HSP20237971,Lifestyle,Praesentium Oil,Cleanser,Wrinkles,0.82,False,0.56,3,49
HSP20256419,Haircare,Inventore Cleanser,Cleanser,Pigmentation,0.97,False,0.88,3,42
HSP20238434,Lifestyle,Praesentium Cleanser,Cleanser,Wrinkles,0.73,True,0.38,1,62
HSP20236023,Haircare,Adipisci Tool,Serum,Hair Thinning,0.82,True,0.37,2,7
HSP20234777,Haircare,Consectetur Cleanser,Oil,Pigmentation,0.88,True,0.4,4,88
HSP20214155,Lifestyle,Mollitia Cleanser,Supplement,Pigmentation,0.85,True,0.31,2,28
HSP20232958,Skincare,Quae Tool,Supplement,Acne,0.79,False,0.77,5,7
HSP20254033,Diet,Officia Oil,Cleanser,Wrinkles,0.84,True,0.98,4,68
HSP20224545,Lifestyle,Excepturi Cleanser,Tool,Acne,0.95,False,0.55,2,82
HSP20245530,Lifestyle,Esse Oil,Cleanser,Wrinkles,0.71,False,0.89,0,80
HSP20259595,Diet,Reprehenderit Tool,Serum,Hair Thinning,0.96,True,0.87,3,45
HSP20255636,Lifestyle,Libero Cleanser,Oil,Wrinkles,0.74,False,1.0,1,85
HSP20214180,Lifestyle,Architecto Tool,Tool,Pigmentation,0.77,False,0.81,2,71
HSP20234727,Diet,Architecto Supplement,Oil,Acne,0.96,True,0.46,0,87
HSP20233939,Diet,Id Supplement,Supplement,Hair Thinning,0.96,False,0.52,0,62
HSP20231231,Haircare,Possimus Tool,Supplement,Dryness,0.98,False,0.5,3,39
HSP20253073,Lifestyle,Saepe Oil,Oil,Pigmentation,0.98,True,0.34,3,88
HSP20231745,Haircare,Ullam Serum,Cleanser,Dryness,0.91,False,0.67,4,65
HSP20215786,Lifestyle,Veniam Supplement,Oil,Acne,0.84,True,0.46,4,79
HSP20229042,Lifestyle,Optio Supplement,Supplement,Wrinkles,0.9,True,0.43,1,30
HSP20211200,Skincare,Illo Serum,Serum,Pigmentation,0.86,True,0.48,2,43
HSP20255658,Diet,Quidem Serum,Oil,Dryness,0.98,False,0.32,2,77
HSP20248843,Diet,Accusamus Supplement,Serum,Pigmentation,0.76,True,0.47,4,35
HSP20246582,Diet,Corrupti Supplement,Cleanser,Pigmentation,0.82,False,0.46,1,67
HSP20221841,Skincare,Non Cleanser,Cleanser,Hair Thinning,0.84,True,0.91,1,14
HSP20238827,Lifestyle,Deleniti Supplement,Cleanser,Dryness,0.91,False,0.71,1,54
HSP20212070,Lifestyle,Fuga Supplement,Tool,Hair Thinning,0.73,True,0.79,4,57
HSP20249056,Haircare,Maiores Tool,Cleanser,Acne,0.75,False,0.85,0,74
HSP20211878,Lifestyle,Necessitatibus Tool,Oil,Pigmentation,0.77,False,0.59,4,90
HSP20223444,Haircare,Maiores Oil,Cleanser,Wrinkles,0.8,False,0.9,1,13
HSP20255978,Lifestyle,Aperiam Oil,Cleanser,Hair Thinning,0.74,True,0.7,3,56
HSP20215066,Lifestyle,Natus Serum,Tool,Wrinkles,0.74,False,0.79,4,48
HSP20217818,Diet,Asperiores Serum,Serum,Pigmentation,0.96,False,0.6,2,12
HSP20254697,Lifestyle,Reiciendis Cleanser,Tool,Wrinkles,0.84,True,0.95,4,10
HSP20257232,Skincare,Ratione Serum,Oil,Hair Thinning,0.85,True,0.64,5,30
HSP20248253,Haircare,Earum Oil,Supplement,Dryness,0.87,False,0.78,4,27
HSP20238025,Diet,Magni Supplement,Oil,Dryness,0.73,True,0.87,2,86
HSP20231986,Diet,Quod Serum,Supplement,Wrinkles,0.83,False,0.35,0,15
HSP20252625,Lifestyle,Illo Oil,Supplement,Dryness,0.93,False,0.56,1,42
HSP20224457,Diet,Aut Tool,Serum,Hair Thinning,0.73,False,0.74,5,11
HSP20232330,Diet,Molestiae Serum,Oil,Pigmentation,0.96,False,0.92,1,77
HSP20224929,Skincare,Quae Supplement,Cleanser,Wrinkles,0.98,False,0.91,4,87
HSP20222229,Lifestyle,Odio Cleanser,Oil,Hair Thinning,0.7,True,0.57,4,54
HSP20221043,Skincare,Quo Oil,Serum,Pigmentation,0.94,True,0.56,1,12
HSP20248381,Lifestyle,Hic Tool,Oil,Wrinkles,0.87,True,0.72,0,23
HSP20258699,Skincare,Soluta Supplement,Oil,Hair Thinning,0.81,True,0.93,4,64
HSP20231534,Skincare,Vero Cleanser,Oil,Hair Thinning,0.85,False,0.63,1,64
HSP20225720,Haircare,Similique Serum,Supplement,Hair Thinning,0.99,True,0.65,2,17
HSP20238438,Haircare,Cumque Oil,Serum,Wrinkles,0.75,True,0.66,0,61
HSP20214824,Haircare,Debitis Tool,Serum,Hair Thinning,0.94,False,0.84,4,34
HSP20234241,Skincare,Consequatur Oil,Tool,Pigmentation,0.93,True,0.8,3,73
HSP20242880,Skincare,Mollitia Oil,Oil,Dryness,0.77,True,0.9,4,57
HSP20254683,Lifestyle,Minima Supplement,Oil,Acne,0.96,False,0.44,3,68
HSP20225352,Diet,Labore Supplement,Tool,Pigmentation,0.74,False,0.98,1,48
HSP20222169,Diet,Quos Serum,Serum,Pigmentation,0.95,False,0.93,3,23
HSP20213718,Diet,Maiores Serum,Supplement,Acne,0.96,True,0.68,2,75
HSP20235728,Skincare,Dicta Serum,Tool,Pigmentation,0.89,False,0.68,4,64
HSP20243037,Haircare,Eius Cleanser,Supplement,Wrinkles,0.71,False,0.82,2,67
HSP20245982,Haircare,Sed Serum,Tool,Acne,0.85,True,0.75,2,21
HSP20245460,Skincare,Quaerat Supplement,Serum,Pigmentation,0.85,True,0.64,3,45
HSP20259847,Haircare,Natus Serum,Oil,Wrinkles,0.75,True,0.5,4,22
HSP20248172,Lifestyle,Provident Serum,Serum,Pigmentation,0.75,False,0.44,5,55
HSP20211653,Lifestyle,Animi Serum,Cleanser,Pigmentation,0.98,True,0.41,5,42
HSP20246280,Lifestyle,Aperiam Supplement,Serum,Acne,0.78,True,0.71,2,49
HSP20255102,Diet,Amet Serum,Tool,Hair Thinning,0.88,True,0.41,1,87
HSP20212496,Lifestyle,Deserunt Serum,Oil,Hair Thinning,0.93,True,0.85,5,56
HSP20221339,Diet,Iusto Tool,Supplement,Hair Thinning,0.77,True,0.5,2,62
HSP20231659,Diet,Pariatur Tool,Serum,Dryness,0.97,False,0.88,1,78
HSP20228708,Haircare,Quas Oil,Supplement,Wrinkles,0.9,True,0.36,1,45
HSP20258245,Diet,Odit Supplement,Tool,Acne,0.82,False,0.69,0,74
HSP20233973,Haircare,Distinctio Cleanser,Supplement,Acne,0.75,False,0.61,5,30
HSP20258141,Diet,Sequi Supplement,Tool,Wrinkles,0.87,False,0.53,5,38
HSP20242494,Skincare,Quam Serum,Serum,Pigmentation,0.93,False,0.89,1,82
HSP20246700,Skincare,Deserunt Supplement,Tool,Hair Thinning,0.79,False,0.89,3,87
HSP20246460,Haircare,Itaque Supplement,Serum,Pigmentation,0.73,True,0.89,5,80
HSP20232713,Lifestyle,Similique Serum,Oil,Acne,0.74,False,0.36,1,16
HSP20226403,Lifestyle,Ipsum Serum,Tool,Hair Thinning,0.89,True,0.63,3,59
HSP20249117,Skincare,Dolorem Cleanser,Serum,Dryness,0.96,False,0.55,3,84
HSP20237561,Skincare,Mollitia Cleanser,Tool,Acne,0.78,False,0.65,0,19
HSP20251601,Lifestyle,Sint Supplement,Supplement,Pigmentation,0.83,False,0.54,3,26
HSP20242442,Diet,In Oil,Cleanser,Acne,0.9,True,0.83,2,35
HSP20235135,Lifestyle,Rerum Serum,Cleanser,Wrinkles,0.95,False,0.98,4,71
HSP20232899,Lifestyle,Labore Oil,Cleanser,Dryness,0.78,False,0.8,3,88
HSP20249431,Diet,Quae Oil,Supplement,Pigmentation,0.81,True,0.77,4,14
HSP20219889,Lifestyle,Quaerat Serum,Oil,Dryness,0.84,True,1.0,0,50
HSP20247770,Lifestyle,Quibusdam Serum,Oil,Acne,0.91,False,0.97,1,55
HSP20214073,Skincare,Porro Supplement,Supplement,Wrinkles,0.94,True,0.93,3,49
HSP20256927,Skincare,Voluptatum Supplement,Supplement,Acne,0.94,False,0.62,1,62
HSP20259167,Diet,Recusandae Supplement,Supplement,Hair Thinning,0.77,True,0.56,4,60
HSP20241845,Diet,In Supplement,Supplement,Acne,0.71,True,0.67,1,66
HSP20225375,Skincare,Pariatur Supplement,Tool,Hair Thinning,0.85,False,0.67,3,24
HSP20253146,Skincare,Ad Tool,Cleanser,Hair Thinning,0.98,True,0.94,3,38
HSP20238178,Lifestyle,Maxime Supplement,Cleanser,Pigmentation,0.75,True,0.56,3,60
HSP20242989,Skincare,Iure Oil,Supplement,Acne,0.82,False,0.55,3,40
HSP20214920,Diet,Veniam Serum,Cleanser,Wrinkles,0.93,True,0.67,1,52
HSP20226091,Haircare,Culpa Supplement,Cleanser,Pigmentation,0.87,False,0.9,2,56
HSP20251224,Skincare,Nesciunt Tool,Cleanser,Dryness,0.93,False,0.39,5,26
HSP20257684,Skincare,Reprehenderit Cleanser,Tool,Pigmentation,0.91,True,0.6,5,53
HSP20214681,Diet,Inventore Serum,Serum,Hair Thinning,0.79,False,0.34,2,23
HSP20218560,Diet,Voluptas Cleanser,Oil,Pigmentation,0.84,True,0.55,2,58
HSP20213522,Skincare,Suscipit Tool,Supplement,Hair Thinning,0.77,True,0.79,5,8
HSP20245781,Lifestyle,Alias Cleanser,Oil,Acne,0.92,True,0.47,3,31
HSP20255479,Haircare,Saepe Supplement,Serum,Dryness,0.71,True,0.89,3,74
HSP20248905,Skincare,Pariatur Cleanser,Cleanser,Wrinkles,0.7,False,0.96,1,64
HSP20244993,Haircare,Fuga Cleanser,Cleanser,Wrinkles,0.88,True,0.53,3,64
HSP20243369,Lifestyle,Ullam Oil,Supplement,Wrinkles,0.77,False,0.31,4,72
HSP20244122,Skincare,Repellendus Tool,Supplement,Wrinkles,0.77,False,0.4,5,65
HSP20259327,Diet,Repellat Tool,Cleanser,Hair Thinning,0.88,False,0.42,2,84
HSP20222143,Haircare,Eum Serum,Cleanser,Wrinkles,0.85,False,0.71,2,88
HSP20237798,Lifestyle,Asperiores Cleanser,Oil,Wrinkles,0.79,False,0.32,5,84
HSP20239318,Skincare,Reprehenderit Supplement,Cleanser,Wrinkles,0.71,False,0.32,3,89
HSP20231042,Haircare,Perferendis Cleanser,Serum,Dryness,0.91,True,0.52,3,22
HSP20235891,Haircare,Dolores Serum,Oil,Wrinkles,0.93,True,0.6,2,38
HSP20259022,Diet,Qui Serum,Cleanser,Hair Thinning,0.83,True,0.66,1,32
HSP20228316,Skincare,Suscipit Supplement,Serum,Hair Thinning,0.91,True,0.49,0,57
HSP20258935,Lifestyle,Sit Supplement,Tool,Acne,0.74,True,0.69,1,61
HSP20236446,Haircare,Modi Tool,Serum,Acne,0.79,True,0.61,4,74
HSP20259903,Diet,Dignissimos Cleanser,Serum,Acne,0.89,False,0.65,2,37
HSP20248460,Lifestyle,Vero Tool,Serum,Pigmentation,0.88,False,0.68,1,40
HSP20234090,Skincare,Exercitationem Supplement,Tool,Acne,0.91,True,0.79,5,55
HSP20227274,Lifestyle,Aliquid Serum,Tool,Wrinkles,0.85,True,0.78,1,55
HSP20227730,Diet,Rem Serum,Supplement,Wrinkles,0.95,True,0.6,1,59
HSP20216213,Haircare,Voluptates Cleanser,Supplement,Wrinkles,0.82,True,0.83,1,50
HSP20247246,Skincare,Culpa Tool,Cleanser,Wrinkles,0.87,True,0.35,1,50
HSP20243492,Skincare,Eaque Oil,Cleanser,Acne,0.96,True,0.32,4,44
HSP20241606,Skincare,Ad Serum,Supplement,Wrinkles,0.92,False,0.83,5,9
HSP20229229,Lifestyle,Nulla Cleanser,Tool,Hair Thinning,0.98,True,0.34,0,79
HSP20256439,Lifestyle,Ipsam Supplement,Cleanser,Wrinkles,0.87,False,0.6,3,54
HSP20218213,Skincare,Nihil Tool,Cleanser,Wrinkles,0.8,True,0.36,3,78
HSP20219617,Haircare,Distinctio Serum,Supplement,Acne,0.86,False,0.64,1,67
HSP20241251,Haircare,Neque Serum,Tool,Wrinkles,0.73,True,0.73,2,32
HSP20227717,Skincare,Voluptas Cleanser,Tool,Acne,0.91,True,0.84,0,13
HSP20222225,Diet,Enim Oil,Cleanser,Wrinkles,0.96,True,0.59,3,7
HSP20245342,Haircare,Neque Supplement,Oil,Pigmentation,0.98,False,0.91,5,64
HSP20237512,Haircare,Provident Serum,Cleanser,Dryness,0.79,False,0.41,1,75
HSP20216383,Skincare,Similique Supplement,Cleanser,Dryness,0.83,True,0.58,1,24
HSP20257226,Lifestyle,Optio Cleanser,Supplement,Pigmentation,0.87,True,0.71,0,44
HSP20238994,Haircare,Assumenda Tool,Supplement,Wrinkles,0.92,False,0.66,2,37
HSP20251588,Skincare,Voluptatibus Tool,Tool,Wrinkles,0.73,False,0.9,2,83
HSP20252121,Diet,Deserunt Oil,Tool,Acne,0.79,True,0.98,3,87
HSP20225708,Haircare,Quas Supplement,Oil,Dryness,0.73,False,0.97,3,83
HSP20222480,Haircare,Eos Oil,Supplement,Pigmentation,0.73,False,0.46,5,9
HSP20242612,Diet,Ratione Supplement,Tool,Dryness,0.71,False,0.79,2,11
HSP20218269,Skincare,Itaque Oil,Oil,Acne,0.95,True,0.6,5,31
HSP20225906,Skincare,Ut Oil,Cleanser,Acne,0.97,True,0.71,1,53
HSP20211753,Skincare,Perferendis Supplement,Cleanser,Dryness,0.88,True,0.89,0,54
HSP20231919,Lifestyle,Qui Tool,Oil,Pigmentation,0.79,True,0.55,0,13
HSP20236873,Skincare,Minus Supplement,Oil,Acne,0.96,True,0.93,4,32
HSP20238056,Haircare,Ipsam Supplement,Cleanser,Acne,0.98,False,0.93,1,29
HSP20225000,Lifestyle,Doloribus Serum,Tool,Dryness,0.74,True,0.88,3,42
HSP20257751,Haircare,Officia Oil,Oil,Dryness,0.82,True,0.99,0,55
HSP20253950,Skincare,Quibusdam Supplement,Serum,Hair Thinning,0.84,True,0.69,1,20
HSP20223868,Skincare,Laboriosam Serum,Oil,Acne,0.85,False,0.53,0,84
HSP20217267,Diet,Quisquam Supplement,Oil,Pigmentation,0.72,True,0.93,2,21
HSP20254945,Diet,Libero Serum,Tool,Acne,0.93,True,0.4,0,49
HSP20243344,Lifestyle,Veritatis Oil,Cleanser,Pigmentation,0.93,True,0.74,3,35
HSP20228555,Diet,Vero Tool,Supplement,Acne,0.82,False,0.48,3,37
HSP20238529,Diet,Temporibus Cleanser,Supplement,Acne,0.95,True,0.79,5,10
HSP20231153,Haircare,Voluptate Cleanser,Tool,Wrinkles,0.86,False,0.73,0,13
HSP20245712,Lifestyle,Fuga Oil,Supplement,Wrinkles,0.73,True,0.63,1,44
HSP20253588,Haircare,Similique Cleanser,Supplement,Wrinkles,0.76,False,0.45,3,43
HSP20218237,Skincare,Perspiciatis Supplement,Tool,Acne,0.89,False,0.94,3,17
HSP20235901,Lifestyle,Earum Supplement,Cleanser,Dryness,0.82,True,0.45,5,70
HSP20245097,Lifestyle,Expedita Supplement,Cleanser,Wrinkles,0.89,True,0.91,2,74
HSP20245949,Lifestyle,Hic Tool,Tool,Hair Thinning,0.92,True,0.91,3,77
HSP20227302,Haircare,Quos Serum,Oil,Acne,0.86,False,0.83,0,18
HSP20242747,Skincare,In Supplement,Cleanser,Pigmentation,0.74,True,0.54,1,44
HSP20227248,Diet,Et Supplement,Supplement,Wrinkles,0.81,False,0.66,1,16
HSP20256881,Haircare,In Oil,Serum,Wrinkles,0.97,False,0.91,0,80
HSP20255847,Skincare,Illo Oil,Oil,Hair Thinning,0.74,False,0.42,2,47
HSP20231359,Skincare,Voluptatibus Tool,Supplement,Wrinkles,0.8,True,0.5,1,39
HSP20245497,Skincare,Eos Serum,Serum,Wrinkles,0.88,False,0.93,0,66
HSP20211803,Skincare,Voluptas Oil,Serum,Dryness,0.98,True,0.76,0,20
HSP20259138,Haircare,Voluptatibus Oil,Cleanser,Hair Thinning,0.94,True,0.67,0,73
HSP20234770,Skincare,Porro Oil,Cleanser,Acne,0.76,True,0.67,2,67
HSP20256772,Lifestyle,Ipsum Supplement,Oil,Pigmentation,0.86,True,0.82,0,15
HSP20224115,Skincare,Perferendis Supplement,Supplement,Dryness,0.76,False,0.56,5,14
HSP20255106,Lifestyle,Laudantium Tool,Cleanser,Pigmentation,0.81,True,0.97,0,60
HSP20222591,Diet,Ratione Cleanser,Supplement,Dryness,0.83,False,0.83,5,15
HSP20216061,Skincare,Harum Supplement,Oil,Pigmentation,0.92,False,0.49,5,57
HSP20241546,Lifestyle,Illo Cleanser,Supplement,Hair Thinning,0.87,True,0.93,1,36
HSP20256977,Skincare,Cupiditate Oil,Supplement,Dryness,0.84,True,0.96,0,61
HSP20222476,Diet,Rem Oil,Serum,Dryness,0.76,False,0.35,0,87
HSP20236352,Diet,Veritatis Tool,Cleanser,Dryness,0.96,False,0.89,5,61
HSP20243877,Lifestyle,Quisquam Supplement,Cleanser,Acne,0.99,False,0.78,2,61
HSP20223165,Diet,Modi Supplement,Cleanser,Dryness,0.97,True,0.88,3,41
HSP20256994,Diet,Nam Serum,Oil,Acne,0.94,False,0.7,5,43
HSP20259221,Skincare,Laborum Serum,Cleanser,Wrinkles,0.81,True,0.95,1,89
HSP20233695,Diet,Dignissimos Oil,Cleanser,Acne,0.83,True,0.68,3,76
HSP20238894,Skincare,Illum Oil,Tool,Wrinkles,0.83,False,0.7,3,55
HSP20236549,Skincare,Animi Serum,Tool,Hair Thinning,0.84,True,0.33,0,42
HSP20218673,Skincare,Illo Supplement,Supplement,Pigmentation,0.96,False,0.61,2,70
HSP20213306,Haircare,Beatae Cleanser,Supplement,Dryness,0.87,False,0.4,5,90
HSP20227511,Lifestyle,Laborum Cleanser,Oil,Hair Thinning,0.7,False,0.47,0,19
HSP20256992,Lifestyle,Numquam Tool,Supplement,Dryness,0.9,False,0.37,1,16
HSP20217464,Lifestyle,Ullam Supplement,Serum,Pigmentation,0.96,True,0.45,4,34
HSP20215332,Lifestyle,Facere Serum,Serum,Acne,0.76,False,0.43,4,57
HSP20253024,Lifestyle,Perferendis Supplement,Serum,Hair Thinning,0.7,False,0.84,1,79
HSP20247038,Skincare,Error Supplement,Supplement,Acne,0.95,False,0.73,3,80
HSP20237242,Haircare,Eligendi Tool,Serum,Hair Thinning,0.75,False,0.5,3,26
HSP20232775,Lifestyle,Quidem Oil,Tool,Acne,0.84,False,0.97,1,84
HSP20228724,Haircare,Fugit Supplement,Serum,Wrinkles,0.77,True,0.81,0,83
HSP20216374,Diet,Ratione Supplement,Serum,Wrinkles,0.83,True,0.51,5,69
HSP20254626,Skincare,Voluptatem Tool,Tool,Acne,0.83,False,0.35,4,32
HSP20218606,Skincare,Fugit Serum,Cleanser,Acne,0.93,False,0.47,4,49
HSP20237689,Haircare,Deserunt Tool,Cleanser,Dryness,0.91,True,0.35,1,17
HSP20213290,Haircare,Corrupti Supplement,Oil,Wrinkles,0.98,False,0.44,1,51
HSP20211609,Skincare,Sint Cleanser,Tool,Pigmentation,0.96,False,0.87,0,61
HSP20239071,Haircare,Repudiandae Oil,Serum,Pigmentation,0.98,True,0.63,1,42
HSP20212592,Haircare,Excepturi Oil,Oil,Dryness,0.91,True,0.56,1,47
HSP20229807,Lifestyle,Exercitationem Cleanser,Oil,Pigmentation,0.75,True,0.61,0,46
HSP20227367,Haircare,Architecto Serum,Tool,Pigmentation,0.75,True,0.99,0,63
HSP20247078,Haircare,Velit Oil,Supplement,Acne,0.73,False,0.71,5,72
HSP20257866,Lifestyle,Quia Serum,Tool,Hair Thinning,0.88,False,0.68,1,50
HSP20253531,Skincare,Et Supplement,Tool,Dryness,0.89,False,0.38,1,89
HSP20242622,Skincare,Tempore Tool,Supplement,Pigmentation,0.86,False,0.5,3,84
HSP20247686,Haircare,Eveniet Oil,Supplement,Dryness,0.97,False,0.83,1,65
HSP20231536,Diet,Asperiores Oil,Cleanser,Dryness,0.98,True,0.33,3,16
HSP20234559,Haircare,Consequuntur Tool,Cleanser,Acne,0.78,True,0.44,2,20
HSP20248285,Skincare,Neque Serum,Cleanser,Dryness,0.7,True,0.47,0,10
HSP20226942,Lifestyle,Iure Supplement,Cleanser,Pigmentation,0.9,True,0.46,1,40
HSP20217018,Lifestyle,Optio Tool,Supplement,Hair Thinning,0.85,False,0.92,5,20
HSP20256876,Haircare,Consequuntur Cleanser,Cleanser,Dryness,0.9,True,0.58,1,28
HSP20217523,Skincare,Vero Tool,Oil,Dryness,0.81,False,0.62,5,67
HSP20234109,Skincare,Deserunt Tool,Supplement,Dryness,0.75,True,0.74,1,68
HSP20218450,Skincare,Ab Tool,Supplement,Hair Thinning,0.81,False,0.9,4,33
HSP20214475,Lifestyle,Quo Tool,Cleanser,Acne,0.92,True,0.73,0,61
HSP20251349,Haircare,Dolore Cleanser,Oil,Acne,0.81,True,0.45,4,83
HSP20216464,Haircare,Nemo Oil,Serum,Pigmentation,0.93,True,0.64,4,36
HSP20223063,Skincare,Ullam Oil,Tool,Pigmentation,0.77,False,0.44,5,83
HSP20254362,Haircare,Pariatur Tool,Serum,Dryness,0.75,False,0.84,5,42
HSP20214394,Lifestyle,Perferendis Cleanser,Tool,Acne,0.77,True,0.67,1,33
HSP20254538,Lifestyle,Totam Serum,Supplement,Hair Thinning,0.83,False,0.71,3,28
HSP20226383,Diet,Eligendi Supplement,Supplement,Pigmentation,0.95,True,0.91,3,69
HSP20221046,Skincare,Illo Serum,Supplement,Dryness,0.83,False,0.31,2,90
HSP20233370,Haircare,Iste Cleanser,Supplement,Hair Thinning,0.82,True,0.72,5,22
HSP20229850,Skincare,Illo Tool,Cleanser,Hair Thinning,0.86,True,0.76,4,48
HSP20233858,Skincare,Tenetur Cleanser,Tool,Pigmentation,0.74,False,0.75,3,82
HSP20211422,Haircare,Assumenda Supplement,Tool,Wrinkles,0.75,False,0.83,1,66
HSP20221243,Skincare,Commodi Supplement,Oil,Pigmentation,0.8,True,0.8,2,37
HSP20234898,Haircare,Totam Serum,Oil,Acne,0.71,False,0.59,3,60
HSP20256304,Lifestyle,Rem Serum,Oil,Dryness,0.9,True,0.46,0,19
HSP20213854,Skincare,Eveniet Oil,Serum,Acne,0.93,False,0.74,2,35
HSP20231858,Skincare,Quibusdam Tool,Cleanser,Wrinkles,0.87,True,0.55,5,21
HSP20227897,Haircare,Amet Supplement,Serum,Dryness,0.84,False,0.72,3,86
HSP20252862,Skincare,Doloribus Oil,Serum,Dryness,0.84,False,0.79,4,87
HSP20218802,Haircare,Nesciunt Serum,Oil,Acne,0.83,True,0.44,0,8
HSP20246931,Diet,Dolorum Supplement,Tool,Dryness,0.76,True,0.3,3,25
HSP20252786,Skincare,Amet Oil,Cleanser,Pigmentation,0.79,False,0.82,5,45
